title_1,reference-count,subj,year,month,day,row_num
Bibliography,8089,,1967,,,2
Phenothiazine Bibliographies,3854,,1967,,,3
Catalogue of Documents,3823,,1967,,,4
Energy levels of Z = 11−21 nuclei (IV),3696,Nuclear and High Energy Physics,1967,12,,5
REFERENCES FOR PART III,2656,,1967,,,6
The Pathology of the Human Placenta,2326,,1967,,,7
BIBLIOGRAPHY,2292,,1967,,,8
(1960–1964),2216,,1967,,,9
Angeborene Herz- und Gefäßfehler,2198,,1967,,,10
Notes and References,3130,,1994,,,1
Asia Minor,3048,,1994,10,13,2
The Bosporan Kingdom,3025,,1994,10,13,3
Society and economy,3003,,1994,10,13,4
Sources and their uses,2992,,1994,10,13,5
Persia,2987,,1994,10,13,6
"Sicily, 413–368 B.C.",2965,,1994,10,13,7
The Growth of Schools and the Advance of Knowledge,2958,,1994,10,13,8
"Mesopotamia, 482–330 B.C.",2954,,1994,10,13,9
Thracians and Scythians,2952,,1994,10,13,10
XLI. <i>The Penny with the Name of</i> Rodbertus IV. <i>asserted to</i> Robert <i>Duke of</i> Normandy; <i>and other Matters relative to the</i> English <i>Coinage occasionally discussed. By the Rev. Mr.</i> Pegge. <i>In a Leter to Dr.</i> William Hunter,12,General Medicine,1779,,,1
"II. <i>An Account of some Remains of</i> Roman <i>and other Antiquities in</i> Monmouthshire. <i>Addressed to the President, Council, and Fellows, of the Society of Antiquaries, by</i> John Strange, <i>Esq.</i>",12,General Medicine,1779,,,2
An Historical Account of the Origin and Establishment of the Society of Antiquaries,10,General Medicine,1779,,,3
XXVII. <i>An important historical Passage of</i> Gildas <i>amended and explained. By the Rev. Mr.</i> Pegge,10,General Medicine,1779,,,4
"XXXIX. <i>An Historical Dissertation upon the antient</i> Danish <i>Horn, kept in the Cathedral Church of</i> York; <i>by</i> Samuel Gale, <i>Esquire.</i>",10,General Medicine,1779,,,5
"XXXIII. <i>Description of a</i> Roman <i>Bath, discovered at</i> Dover. <i>In a Letter to</i> Daniel Minet, <i>Esq. F.R. and A.S. By the Rev. Mr.</i> Lyon",9,General Medicine,1779,,,6
VIII. <i>Observations on Celts. By the Reverend Mr.</i> Lort,9,General Medicine,1779,,,7
XXXVII. <i>Observations on an antique Marble of the Earl of</i> Pembroke; <i>by the Rev. Mr</i>. Pegge,5,General Medicine,1779,,,8
"V. <i>Mr.</i> Pegge, <i>on the</i> Rudston <i>Pyramidal Stone</i>",5,General Medicine,1779,,,9
"I. <i>Observations on the History of</i> St. George, <i>the Patron Saint of</i> England; <i>wherein Dr.</i> Pettingal's <i>allegorical Interpretation of the Equestrian Figure on the</i> George; <i>and the late Mr.</i> Byrom's <i>Conjecture, that St.</i> George <i>is mistaken for</i> Pope Gregory <i>are briefly confuted. And the Martyr of</i> Cappadocia, <i>as Patron of</i> England, <i>and of the Order of the Garter</i>, <i>is defended against both</i>",5,General Medicine,1779,,,10
"Einiges zur physikalischen Erdbeschreibung von Lappland, und über die Gesetze, nach welchen die Pflanzen verbreitet sind",36,General Physics and Astronomy,1812,,,1
"DRITTE FORTSETZUNG DES VERSUCHS die bestimmten und einfachen Verhältnisse aufzufinden, nach welchen die Bestandtheile der unorganischen Natur mit einander verbunden sind",31,General Physics and Astronomy,1812,,,2
Bemerkungen über Hrn. Davy's Hypothese über die Natur des oxygenirt-salzsauren Gas,11,General Physics and Astronomy,1812,,,3
"Zwei Schreiben, des Hrn. Prof. Berzelius, Mitgl. d. schw. Ak. d. W., an den Professor Gilbert",10,General Physics and Astronomy,1812,,,4
Ueber die Gränzen des ewigen Schnee's im Norden,10,General Physics and Astronomy,1812,,,5
Ueber einige theoretische Modificationen der Daltonschen Hygrologie; und über die praktische Anwendbarkeit seiner Hygrometrie,9,General Physics and Astronomy,1812,,,6
Versuche über den Einfluss der Electricität auf die Staubfäden der Berberis vulgaris,9,General Physics and Astronomy,1812,,,7
Meteorsteine,8,General Physics and Astronomy,1812,,,8
"Zweite Fortsetzung des Versuchs, die bestimmten und einfachen Verhältnisse aufzufinden, nach welchen die Bestandtheile der unorganischen Natur mit einander verbunden sind",7,General Physics and Astronomy,1812,,,9
Beobachtungen über den Regen und über die Regenmesser,6,General Physics and Astronomy,1812,,,10
Allgemeine Bemerkungen über die Versteinerungen des Erdreichs süsser Gewässer,35,General Physics and Astronomy,1813,,,1
"Ist Zink zu den gebräuchlichen Maassen, oder zu Gefässen und Geschirren in den Militärlazarethen zu empfehlen?",17,General Physics and Astronomy,1813,,,2
Chronologische Nachrichten über die Darstellung und Gewinnung der verschiedenen Arten von Zucker,8,General Physics and Astronomy,1813,,,3
Chronologische Nachrichten über die Darstellung und Gewinnung der verschiedenen Arten von Zucker,8,General Physics and Astronomy,1813,,,4
Einige Beiträge zur äussern und innern Kenntniss des Harzer Bleivitriols,7,General Physics and Astronomy,1813,,,5
Einige Beiträge zur äussern und innern Kenntniss des Harzer Bleivitriols,7,General Physics and Astronomy,1813,,,6
"Ueber die fossilen Gebeine von Elephanten und Mammutsthieren, und über andere präadamitische Thier- und Pflanzen-Reste, besonders aus den Hannöverschen Landen",5,General Physics and Astronomy,1813,,,7
Ueber den Bau und den Nutzen des Trommelfelles [und andrer Theile] des Ohres,5,General Physics and Astronomy,1813,,,8
Ueber den Bau und den Nutzen des Trommelfelles [und andrer Theile] des Ohres,5,General Physics and Astronomy,1813,,,9
Dass die für Thierversteierungen gehaltenen Gyrogoniten versteinerte Früchte sind,4,General Physics and Astronomy,1813,,,10
"Untersuchung über das Mutterkorn, Secale cornutum",105,"Organic Chemistry, Physical and Theoretical Chemistry, Organic Chemistry, Physical and Theoretical Chemistry",1832,,,1
Ueber den Mittelstand des Barometers am Meeresufer,100,General Physics and Astronomy,1832,,,2
"Untersuchung über das Mutterkorn, Secale cornutum",82,"Organic Chemistry, Physical and Theoretical Chemistry, Organic Chemistry, Physical and Theoretical Chemistry",1832,,,3
Ueber den stündlichen Gang des Barometers und Thermometers im Jahre 1828 zu Salzutlen im Fürstenthum Lippe-Detmold,49,"Organic Chemistry, Physical and Theoretical Chemistry, Organic Chemistry, Physical and Theoretical Chemistry",1832,,,4
Ueber die Zusammensetzung des Phosphorwasserstoffgases und über die Verbindungen desselben mit anderen Körpern,36,General Physics and Astronomy,1832,,,5
Ueber Vocaltöne und Zungenpfeifen,35,General Physics and Astronomy,1832,,,6
"Ueber die Veränderungen der Höhe, welche die Oberfläche des Kaspiscnen Meeres bis zum April des Jahres 1830erlitten hat",34,General Physics and Astronomy,1832,,,7
"Die Rhabarber (Rheum) nach ihrer Heimath, ihrem Handelsgang und der Sphäre ihrer Verbreitung in Hoch–Asien",34,"Organic Chemistry, Physical and Theoretical Chemistry, Organic Chemistry, Physical and Theoretical Chemistry",1832,,,8
"VII. <i>Historical Remarks on the introduction of the game of Chess into Europe, and on the ancient Chess-men discovered in the Isle of Lewis; by</i> Frederic Madden, <i>Esq. F.R.S. in a Letter addressed to</i> Henry Ellis, <i>Esq. F.R.S., Secretary</i>",21,General Medicine,1832,,,9
Ueber die Zusammensetzung des Phosphorwasserstoffgases und über die Verbindungen desselben mit anderen Körpern,18,General Physics and Astronomy,1832,,,10
Die Staats-Forst-Verwaltungen,194,,1875,,,1
Die Methoden der Forsteinrichtung und die Entwickelung der Forst-Mathematik,139,,1875,,,2
Die Waldzustände und die Technik der Bestandsbegründung und Waldpflege,138,,1875,,,3
Das forstliche Unterrichtswesen,120,,1875,,,4
Verwaltung der Gemeinde-Forsten,91,,1875,,,5
Ueber die Erkrankungen des Auges bei Diabetes mellitus,90,"Cellular and Molecular Neuroscience, Sensory Systems, Ophthalmology",1875,10,,6
Ueber vasomotorische Störungen des Auges,77,"Cellular and Molecular Neuroscience, Sensory Systems, Ophthalmology",1875,10,,7
Die Literatur der Lehre vom Waldbau und der Forstbenutzung,70,,1875,,,8
Ueber die Kittsubstanz der Epithelien,64,"Cell Biology, Molecular Biology, General Medicine, Pathology and Forensic Medicine",1875,7,,9
Ueber die Entwickelung des menschlichen Rückenmarkes und seiner Formelemente,63,"Cell Biology, Molecular Biology, General Medicine, Pathology and Forensic Medicine",1875,9,,10
Bibliography,1367,,1896,12,,1
Ueber Keratitis parenchymatosa,293,"Cellular and Molecular Neuroscience, Sensory Systems, Ophthalmology",1896,5,,2
Experimentelle Untersuchungen über das Verhalten der quergestreiften Muskeln nach Läsionen des Nervensystems,213,"Pharmacology (medical), Biological Psychiatry, Psychiatry and Mental health",1896,11,,3
Die chemische Untersuchung des Weines,209,,1896,,,4
Ueber Störungen der Schmerz- und Temperaturempfindung in Folge von Erkrankungen des Rückenmarks,201,"Pharmacology (medical), Biological Psychiatry, Psychiatry and Mental health, Pharmacology (medical), Biological Psychiatry, Psychiatry and Mental health, General Medicine",1896,8,,5
Bibliography,197,,1896,5,,6
Bibliography,194,,1896,2,,7
Bibliography,181,,1896,4,,8
Hincmar: An Introduction to the Study of the Revolution in the Organization of the Church in the Ninth Century,170,,1896,1,,9
Beiträge zur Lehre von der Ovulation. Menstruation und Conception,169,"Obstetrics and Gynecology, General Medicine, Obstetrics and Gynecology, Obstetrics and Gynecology, Obstetrics and Gynecology",1896,2,,10
Bibliography of Current Archaeological Literature 1898           January–June,1113,"Archeology, Archeology",1898,9,1,1
"Comparative cytological studies, with especial regard to the morphology of the nucleolus",417,"Developmental Biology, Animal Science and Zoology",1898,11,,2
Die Antipyrinexantheme,264,"Dermatology, General Medicine",1898,10,,3
Beiträge zur Lehre von den Sinnesorganen der Hatteria punctata,219,General Medicine,1898,5,,4
Abstammung und Entstehung der rothen Blutzelle,184,"Cell Biology, Molecular Biology, General Medicine, Pathology and Forensic Medicine",1898,1,,5
"Ueber das Vorkommen den Diphtheriebacillen ähnlicher Mikroorganismen (Xerosebacillen, septirter Bacillen, bacilles en massue etc.) im menschlichen Conjunctivalsack, speciell auf der normalen Conjunctiva, nebst einem Beitrage zur Frühdiagnose der Diphtherie",136,"Cellular and Molecular Neuroscience, Sensory Systems, Ophthalmology",1898,7,,6
Entwicklung der chemischen Industrie Deutschlands in den letzten 400 Jahren,127,General Medicine,1898,8,16,7
Experimentelle Studien über die Zelltheilung,124,"Developmental Biology, Genetics",1898,2,,8
Ueber die Gehirnerschütterung und die daraus im Gehirn und Rückenmark hervorgerufenen histologischen Veränderungen,124,"Cell Biology, Molecular Biology, General Medicine, Pathology and Forensic Medicine",1898,7,,9
The ovarian egg of Limulus.A contribution to the problem of the centrosome and yolk-nucleus,123,"Developmental Biology, Animal Science and Zoology",1898,11,,10
Leukämie und verwandte Zustände,3585,,1925,,,1
Der Prozeß als Rechtslage,2517,,1925,,,2
Verdauungsorgane,2226,,1925,,,3
Symptomatische Blutveränderungen,1768,,1925,,,4
Der optische Raumsinn im Verband des Gesamtorganismus,1259,,1925,,,5
Die Pathologie der Tränenorgane,1197,,1925,,,6
Die Pathologie der Tränenorgane,1194,,1925,,,7
Die Bluttransfusion,1026,,1925,,,8
Die Lehre vom Prozeßrechtsverhältnis,1010,,1925,,,9
Rotz,933,,1925,,,10
Table of Isotopes,1148,General Physics and Astronomy,1948,10,1,1
Die Fehlbildungen und Variationen der menschlichen Wirbelsäule,644,,1948,,,2
Zweiter Teil,602,,1948,,,3
Literature on Palynology. XI,592,"General Earth and Planetary Sciences, General Environmental Science",1948,1,,4
Die Verbreitung der Carotinoide in der Natur,471,,1948,,,5
Verletzungen der Wirbelsäule,461,,1948,,,6
Chromosome structure in relation to the chromosome cycle,443,"Plant Science, Ecology, Evolution, Behavior and Systematics",1948,2,,7
Plant Growth Hormones,414,,1948,,,8
Genetic Effects of Radiations,405,,1948,,,9
The Plasma Proteins in Disease,401,,1948,,,10
Volume 3 References,6680,,1984,,,1
Volume 4 References,5730,,1984,,,2
Volume 6 References,5066,,1984,,,3
Volume 5 References,4581,,1984,,,4
Volume 7 References,4446,,1984,,,5
Gelenke,3496,,1984,,,6
Volume 2 References,3129,,1984,,,7
Volume 1 References,2774,,1984,,,8
Listing of Protein Spectra,2572,,1984,,,9
REFERENCES,2539,,1984,,,10
Venerische Krankheiten,245,"Dermatology, General Medicine",1889,12,,1
Ueber extragenitale Syphilisinfection,221,"Dermatology, General Medicine",1889,12,,2
Art. VIII.—The Ugor Branch of the Ural-Altaic Family of Languages,181,"General Arts and Humanities, Cultural Studies",1889,7,,3
XVIII.-A Revision of the Edentulous Genera of Curimatinae.,162,"History and Philosophy of Science, General Biochemistry, Genetics and Molecular Biology, General Neuroscience",1889,3,,4
On the Treatment of So-Called Phthisis of the Larynx,157,,1889,8,,5
Der gegenwärtige Stand unserer Kenntnisse über den Einfluss des Lichtes auf Bacterien und auf den thierischen Organismus,153,"Microbiology (medical), Immunology, General Medicine, Immunology and Allergy",1889,12,,6
Literatur,133,General Medicine,1889,7,,7
Stadtgebiet und Landeshoheit im alten Reich,130,,1889,,,8
Diazo- und Azoverbindungen der Fettreihe. V. Abhandlung. Ueber die Constitution der fetten Diazo - und Azokörper und über die Bildung des Diamids und seiner Derivate,129,,1889,2,13,9
Venerische Krankheiten,129,"Dermatology, General Medicine",1889,12,,10
Bibliography of Archaeological Books 1899,446,"Archeology, Archeology",1900,7,1,1
Specieller Theil,358,,1900,,,2
Allgemeine Konstitutionspathologie,312,,1900,,,3
Biologie der Zelle II Die Reifung und Befruchtung des Eies,288,General Medicine,1900,11,,4
THE SEQUENCE OF PLUMAGES AND MOULTS OF THE PASSERINE BIRDS OF NEW YORK,257,"History and Philosophy of Science, General Biochemistry, Genetics and Molecular Biology, General Neuroscience",1900,12,,5
"Die chemische und bakteriologische Untersuchung von Nahrungs-, Genussmitteln und Gebrauchsgegenständen. Chemischer Theil",235,,1900,,,6
Organische Farbstoffe,227,,1900,,,7
Versuch einer chemischen Classification der Eruptivgesteine,206,,1900,9,,8
Beiträge zur Aufklärung der Tautomerieerscheinungen,198,"Organic Chemistry, Physical and Theoretical Chemistry, Organic Chemistry, Physical and Theoretical Chemistry",1900,,,9
Beitrag zur Kenntniss der Netzhautganglienzellen unter physiologischen und pathologischen Verhältnissen,188,"Cellular and Molecular Neuroscience, Sensory Systems, Ophthalmology",1900,6,,10
Regionale praktische Geologie und Bergwirtschaft,2556,,1910,,,1
Spezielle praktische Geologie und Begwirtschaff,2088,,1910,,,2
Über die Verbindungen der Proteine mit anorganischen Substanzen und ihre Bedeutung für die Lebensvorgänge,1155,,1910,12,,3
Über die Verbindungen der Proteine mit anorganischen Substanzen und ihre Bedeutung für die Lebensvorgänge,1155,"Surgery, Pediatrics, Perinatology and Child Health",1910,12,,4
Innere Sekretion und Drüsen ohne Ausführungsgang,913,,1910,12,,5
Allgemeine chemische Untersuchungsverfahren,823,,1910,,,6
Die Geschäftsmängel und die rechtlichen Schwebezustände,672,,1910,,,7
Der Geschäftsinhalt,661,,1910,,,8
Die Pathologie und Therapie der weiblichen Geschlechtsorgane,510,,1910,,,9
Über Jododerma tuberosum; nebst Bemerkungen zu mehreren den Jodismus betreffenden Fragen,455,"Dermatology, General Medicine",1910,6,,10
Gutartige Primärtumoren der Bronchien und Lungen,5029,,1973,,,1
Energy levels of A = 21−44 nuclei (V),3895,Nuclear and High Energy Physics,1973,10,,2
Roentgen diagnosis of the kidney and the ureter,3018,,1973,,,3
Sekundäre Glaukome,2860,,1973,,,4
SYRIA<i>c.</i>1550–1400 B.C.,2806,,1973,5,3,5
EGYPT: INTERNAL AFFAIRS FROM TUTHMOSIS I TO THE DEATH OF AMENOPHIS III,2673,,1973,5,3,6
Bibliography,2671,,1973,,,7
BIBLIOGRAPHY,2652,,1973,,,8
Sekundäre maligne Tumoren der Bronchien und Lungen,2631,,1973,,,9
HAMMURABI AND THE END OF HIS DYNASTY,2462,,1973,5,3,10
"Persistent Gender Gaps in Entrepreneurial Attitudes, Intentions, and Actions: The Effects of a Youth Entrepreneurship Education Program in Khujand, Tajikistan (Full Dissertation)",119,,2104,,,1
"Search, Sales Assistance and Purchase Decisions: An Analysis Using Retail Video Data",44,,2104,,,2
Keyword Management Costs and 'Broad Match' in Sponsored Search Advertising,33,,2104,,,3
Bor und spezielle Borverbindungen,6708,,1980,,,1
